"","Langs","year","region","dataType","value"
"9267","Malay",2008,"nebraska","speakers",47
"9268","Bisayan",2008,"nebraska","speakers",150
"9269","Sebuano",2008,"nebraska","speakers",15
"9270","Ilocano",2008,"nebraska","speakers",1
"9271","Micronesian",2008,"nebraska","speakers",88
"9272","Chamorro",2008,"nebraska","speakers",30
"9273","Palau",2008,"nebraska","speakers",88
"9274","Ponapean",2008,"nebraska","speakers",21
"9275","Trukese",2008,"nebraska","speakers",29
"9276","Samoan",2008,"nebraska","speakers",20
"9277","Navajo",2008,"nebraska","speakers",64
"9278","Ojibwa",2008,"nebraska","speakers",31
"9279","Dakota",2008,"nebraska","speakers",680
"9280","Winnebago",2008,"nebraska","speakers",64
"9281","Omaha",2008,"nebraska","speakers",197
"9282","Ponca",2008,"nebraska","speakers",9
"9283","Mikasuki",2008,"nebraska","speakers",3
"9284","Muskogee",2008,"nebraska","speakers",18
"9285","Cherokee",2008,"nebraska","speakers",11
"9286","Shoshoni",2008,"nebraska","speakers",1
"9287","Chinook Jargon",2008,"nebraska","speakers",114
"9288","American Indian",2008,"nebraska","speakers",83
"9289","Hungarian",2008,"nebraska","speakers",107
"9290","Arabic",2008,"nebraska","speakers",3430
"9291","Hebrew",2008,"nebraska","speakers",117
"9292","Amharic",2008,"nebraska","speakers",247
"9293","Cushite",2008,"nebraska","speakers",294
"9294","Sudanic",2008,"nebraska","speakers",465
"9295","Nilotic",2008,"nebraska","speakers",1104
"9296","Swahili",2008,"nebraska","speakers",487
"9297","Bantu",2008,"nebraska","speakers",192
"9298","Mande",2008,"nebraska","speakers",12
"9299","Fulani",2008,"nebraska","speakers",53
"9300","Kru, Ibo, Yoruba",2008,"nebraska","speakers",452
"9301","Efik",2008,"nebraska","speakers",58
"9302","African",2008,"nebraska","speakers",60
"9303","Finnish",2008,"nebraska","speakers",12
"9304","Estonian",2008,"nebraska","speakers",5
"9305","Uncodable",2008,"nebraska","speakers",105
"9306","Only English",2008,"new hampshire","speakers",1137876
"9307","Spanish",2008,"new hampshire","speakers",26559
"9308","French",2008,"new hampshire","speakers",27990
"9309","French",2008,"new hampshire","speakers",27990
"9310","French Creole",2008,"new hampshire","speakers",398
"9311","Italian",2008,"new hampshire","speakers",1941
"9312","Portuguese",2008,"new hampshire","speakers",4425
"9313","Portuguese",2008,"new hampshire","speakers",4425
"9314","German",2008,"new hampshire","speakers",3638
"9315","German",2008,"new hampshire","speakers",3638
"9316","Yiddish",2008,"new hampshire","speakers",15
"9317","Dutch",2008,"new hampshire","speakers",400
"9318","Afrikaans",2008,"new hampshire","speakers",94
"9319","Swedish",2008,"new hampshire","speakers",546
"9320","Danish",2008,"new hampshire","speakers",84
"9321","Norwegian",2008,"new hampshire","speakers",144
"9322","Greek",2008,"new hampshire","speakers",2409
"9323","Russian",2008,"new hampshire","speakers",1860
"9324","Polish",2008,"new hampshire","speakers",1769
"9325","Serbocroatian",2008,"new hampshire","speakers",1641
"9326","Croatian",2008,"new hampshire","speakers",212
"9327","Serbian",2008,"new hampshire","speakers",8
"9328","Ukrainian",2008,"new hampshire","speakers",424
"9329","Czech",2008,"new hampshire","speakers",191
"9330","Slovak",2008,"new hampshire","speakers",19
"9331","Bulgarian",2008,"new hampshire","speakers",150
"9332","Armenian",2008,"new hampshire","speakers",195
"9333","Persian",2008,"new hampshire","speakers",313
"9334","Hindi",2008,"new hampshire","speakers",2308
"9335","Gujarati",2008,"new hampshire","speakers",704
"9336","Urdu",2008,"new hampshire","speakers",183
"9337","India nec 2",2008,"new hampshire","speakers",216
"9338","Bengali",2008,"new hampshire","speakers",491
"9339","Panjabi",2008,"new hampshire","speakers",233
"9340","Marathi",2008,"new hampshire","speakers",32
"9341","Nepali",2008,"new hampshire","speakers",923
"9342","Romanian",2008,"new hampshire","speakers",435
"9343","Irish Gaelic",2008,"new hampshire","speakers",63
"9344","Albanian",2008,"new hampshire","speakers",319
"9345","Lithuanian",2008,"new hampshire","speakers",326
"9346","Lettish",2008,"new hampshire","speakers",52
"9347","Chinese",2008,"new hampshire","speakers",4343
"9348","Chinese",2008,"new hampshire","speakers",3040
"9349","Cantonese",2008,"new hampshire","speakers",643
"9350","Mandarin",2008,"new hampshire","speakers",614
"9351","Formosan",2008,"new hampshire","speakers",29
"9352","Wu",2008,"new hampshire","speakers",17
"9353","Japanese",2008,"new hampshire","speakers",536
"9354","Korean",2008,"new hampshire","speakers",961
"9355","Mon-Khmer, Cambodian",2008,"new hampshire","speakers",666
"9356","Thai",2008,"new hampshire","speakers",1044
"9357","Laotian",2008,"new hampshire","speakers",445
"9358","Vietnamese",2008,"new hampshire","speakers",1105
"9359","Turkish",2008,"new hampshire","speakers",279
"9360","Mongolian",2008,"new hampshire","speakers",46
"9361","Telugu",2008,"new hampshire","speakers",936
"9362","Kannada",2008,"new hampshire","speakers",58
"9363","Malayalam",2008,"new hampshire","speakers",189
"9364","Tamil",2008,"new hampshire","speakers",542
"9365","Munda",2008,"new hampshire","speakers",9
"9366","Burmese",2008,"new hampshire","speakers",67
"9367","Karen",2008,"new hampshire","speakers",3
"9368","Tagalog",2008,"new hampshire","speakers",1007
"9369","Indonesian",2008,"new hampshire","speakers",689
"9370","Malay",2008,"new hampshire","speakers",88
"9371","Bisayan",2008,"new hampshire","speakers",7
"9372","Sebuano",2008,"new hampshire","speakers",10
"9373","Chamorro",2008,"new hampshire","speakers",38
"9374","Woleai-ulithi",2008,"new hampshire","speakers",51
"9375","Tokelauan",2008,"new hampshire","speakers",11
"9376","Navajo",2008,"new hampshire","speakers",25
"9377","Dakota",2008,"new hampshire","speakers",10
"9378","Muskogee",2008,"new hampshire","speakers",24
"9379","Mohawk",2008,"new hampshire","speakers",14
"9380","Hopi",2008,"new hampshire","speakers",36
"9381","Hungarian",2008,"new hampshire","speakers",333
"9382","Arabic",2008,"new hampshire","speakers",1798
"9383","Hebrew",2008,"new hampshire","speakers",281
"9384","Amharic",2008,"new hampshire","speakers",60
"9385","Cushite",2008,"new hampshire","speakers",14
"9386","Sudanic",2008,"new hampshire","speakers",221
"9387","Swahili",2008,"new hampshire","speakers",320
"9388","Bantu",2008,"new hampshire","speakers",434
"9389","Kru, Ibo, Yoruba",2008,"new hampshire","speakers",394
"9390","Efik",2008,"new hampshire","speakers",20
"9391","African",2008,"new hampshire","speakers",105
"9392","Finnish",2008,"new hampshire","speakers",222
"9393","Uncodable",2008,"new hampshire","speakers",41
"9394","Only English",2008,"new jersey","speakers",5861865
"9395","Spanish",2008,"new jersey","speakers",1123011
"9396","French",2008,"new jersey","speakers",37995
"9397","French",2008,"new jersey","speakers",36268
"9398","Patois",2008,"new jersey","speakers",1712
"9399","Cajun",2008,"new jersey","speakers",15
"9400","French Creole",2008,"new jersey","speakers",43086
"9401","Italian",2008,"new jersey","speakers",89120
"9402","Portuguese",2008,"new jersey","speakers",83203
"9403","Portuguese",2008,"new jersey","speakers",83203
"9404","German",2008,"new jersey","speakers",30496
"9405","German",2008,"new jersey","speakers",30496
"9406","Yiddish",2008,"new jersey","speakers",7384
"9407","Pennsylvania Dutch",2008,"new jersey","speakers",23
"9408","Dutch",2008,"new jersey","speakers",3131
"9409","Afrikaans",2008,"new jersey","speakers",533
"9410","Frisian",2008,"new jersey","speakers",62
"9411","Swedish",2008,"new jersey","speakers",1195
"9412","Danish",2008,"new jersey","speakers",1014
"9413","Norwegian",2008,"new jersey","speakers",1034
"9414","Icelandic",2008,"new jersey","speakers",86
"9415","Greek",2008,"new jersey","speakers",23351
"9416","Russian",2008,"new jersey","speakers",45114
"9417","Polish",2008,"new jersey","speakers",65656
"9418","Serbocroatian",2008,"new jersey","speakers",4116
"9419","Croatian",2008,"new jersey","speakers",5173
"9420","Serbian",2008,"new jersey","speakers",2336
"9421","Bielorussian",2008,"new jersey","speakers",90
"9422","Ukrainian",2008,"new jersey","speakers",10078
"9423","Czech",2008,"new jersey","speakers",1633
"9424","Slovak",2008,"new jersey","speakers",4294
"9425","Bulgarian",2008,"new jersey","speakers",1602
"9426","Macedonian",2008,"new jersey","speakers",3782
"9427","Slovene",2008,"new jersey","speakers",58
"9428","Armenian",2008,"new jersey","speakers",5942
"9429","Persian",2008,"new jersey","speakers",6459
"9430","Hindi",2008,"new jersey","speakers",51742
"9431","Gujarati",2008,"new jersey","speakers",61278
"9432","Urdu",2008,"new jersey","speakers",24401
"9433","India nec 2",2008,"new jersey","speakers",9056
"9434","Bengali",2008,"new jersey","speakers",11323
"9435","Panjabi",2008,"new jersey","speakers",9270
"9436","Marathi",2008,"new jersey","speakers",6954
"9437","Oriya",2008,"new jersey","speakers",191
"9438","Assamese",2008,"new jersey","speakers",113
"9439","Nepali",2008,"new jersey","speakers",429
"9440","Sindhi",2008,"new jersey","speakers",582
"9441","Pakistan nec 2",2008,"new jersey","speakers",1248
"9442","Sinhalese",2008,"new jersey","speakers",853
"9443","Jamaican Creole",2008,"new jersey","speakers",1558
"9444","Krio",2008,"new jersey","speakers",391
"9445","Gullah",2008,"new jersey","speakers",15
"9446","Catalonian",2008,"new jersey","speakers",134
"9447","Romanian",2008,"new jersey","speakers",4696
"9448","Welsh",2008,"new jersey","speakers",54
"9449","Irish Gaelic",2008,"new jersey","speakers",766
"9450","Scottic Gaelic",2008,"new jersey","speakers",33
"9451","Albanian",2008,"new jersey","speakers",6978
"9452","Lithuanian",2008,"new jersey","speakers",1175
"9453","Lettish",2008,"new jersey","speakers",914
"9454","Pashto",2008,"new jersey","speakers",594
"9455","Kurdish",2008,"new jersey","speakers",79
"9456","Chinese",2008,"new jersey","speakers",100441
"9457","Chinese",2008,"new jersey","speakers",73139
"9458","Cantonese",2008,"new jersey","speakers",7755
"9459","Mandarin",2008,"new jersey","speakers",15324
"9460","Fuchow",2008,"new jersey","speakers",141
"9461","Formosan",2008,"new jersey","speakers",4016
"9462","Wu",2008,"new jersey","speakers",66
"9463","Japanese",2008,"new jersey","speakers",11353
"9464","Korean",2008,"new jersey","speakers",71986
"9465","Mon-Khmer, Cambodian",2008,"new jersey","speakers",543
"9466","Thai",2008,"new jersey","speakers",2090
"9467","Laotian",2008,"new jersey","speakers",513
"9468","Vietnamese",2008,"new jersey","speakers",15331
"9469","Kirghiz",2008,"new jersey","speakers",55
"9470","Karachay",2008,"new jersey","speakers",155
"9471","Uighur",2008,"new jersey","speakers",179
"9472","Turkish",2008,"new jersey","speakers",13402
"9473","Dravidian",2008,"new jersey","speakers",179
"9474","Gondi",2008,"new jersey","speakers",21
"9475","Telugu",2008,"new jersey","speakers",16773
"9476","Kannada",2008,"new jersey","speakers",3780
"9477","Malayalam",2008,"new jersey","speakers",7942
"9478","Tamil",2008,"new jersey","speakers",11777
"9479","Munda",2008,"new jersey","speakers",266
"9480","Tibetan",2008,"new jersey","speakers",121
"9481","Burmese",2008,"new jersey","speakers",619
"9482","Kachin",2008,"new jersey","speakers",75
"9483","Tagalog",2008,"new jersey","speakers",77898
"9484","Indonesian",2008,"new jersey","speakers",1091
"9485","Javanese",2008,"new jersey","speakers",13
"9486","Malay",2008,"new jersey","speakers",424
"9487","Bisayan",2008,"new jersey","speakers",709
"9488","Sebuano",2008,"new jersey","speakers",722
"9489","Ilocano",2008,"new jersey","speakers",246
"9490","Bikol",2008,"new jersey","speakers",57
"9491","Pampangan",2008,"new jersey","speakers",195
"9492","Chamorro",2008,"new jersey","speakers",47
"9493","Palau",2008,"new jersey","speakers",63
"9494","Melanesian",2008,"new jersey","speakers",69
"9495","Samoan",2008,"new jersey","speakers",40
"9496","Fijian",2008,"new jersey","speakers",36
"9497","Hawaiian",2008,"new jersey","speakers",14
"9498","Delaware",2008,"new jersey","speakers",56
"9499","Menomini",2008,"new jersey","speakers",23
"9500","Ojibwa",2008,"new jersey","speakers",33
"9501","Passamaquoddy",2008,"new jersey","speakers",47
"9502","Okanogan",2008,"new jersey","speakers",18
"9503","Kuchin",2008,"new jersey","speakers",47
"9504","Sahaptian",2008,"new jersey","speakers",86
"9505","Karok",2008,"new jersey","speakers",34
"9506","Dakota",2008,"new jersey","speakers",71
"9507","Keres",2008,"new jersey","speakers",41
"9508","Cherokee",2008,"new jersey","speakers",62
"9509","Ute",2008,"new jersey","speakers",4
"9510","Pima",2008,"new jersey","speakers",33
"9511","American Indian",2008,"new jersey","speakers",84
"9512","Hungarian",2008,"new jersey","speakers",6826
"9513","Arabic",2008,"new jersey","speakers",48617
"9514","Hebrew",2008,"new jersey","speakers",16560
"9515","Amharic",2008,"new jersey","speakers",1196
"9516","Berber",2008,"new jersey","speakers",22
"9517","Chadic",2008,"new jersey","speakers",641
"9518","Cushite",2008,"new jersey","speakers",114
"9519","Nilotic",2008,"new jersey","speakers",137
"9520","Swahili",2008,"new jersey","speakers",3365
"9521","Bantu",2008,"new jersey","speakers",1111
"9522","Mande",2008,"new jersey","speakers",2034
"9523","Fulani",2008,"new jersey","speakers",196
"9524","Kru, Ibo, Yoruba",2008,"new jersey","speakers",18495
"9525","Efik",2008,"new jersey","speakers",304
"9526","African",2008,"new jersey","speakers",341
"9527","Finnish",2008,"new jersey","speakers",538
"9528","Estonian",2008,"new jersey","speakers",535
"9529","Caucasian",2008,"new jersey","speakers",1248
"9530","Syriac",2008,"new jersey","speakers",344
"9531","Arawakian",2008,"new jersey","speakers",41
"9532","Uncodable",2008,"new jersey","speakers",73
"9533","Only English",2008,"new mexico","speakers",1166401
"9534","Spanish",2008,"new mexico","speakers",514744
"9535","French",2008,"new mexico","speakers",3935
"9536","French",2008,"new mexico","speakers",3902
"9537","Patois",2008,"new mexico","speakers",33
"9538","French Creole",2008,"new mexico","speakers",25
"9539","Italian",2008,"new mexico","speakers",1059
"9540","Portuguese",2008,"new mexico","speakers",683
"9541","Portuguese",2008,"new mexico","speakers",683
"9542","German",2008,"new mexico","speakers",6937
"9543","German",2008,"new mexico","speakers",6937
"9544","Yiddish",2008,"new mexico","speakers",134
"9545","Dutch",2008,"new mexico","speakers",691
"9546","Afrikaans",2008,"new mexico","speakers",91
"9547","Swedish",2008,"new mexico","speakers",155
"9548","Danish",2008,"new mexico","speakers",251
"9549","Norwegian",2008,"new mexico","speakers",190
"9550","Icelandic",2008,"new mexico","speakers",16
"9551","Greek",2008,"new mexico","speakers",886
"9552","Russian",2008,"new mexico","speakers",1128
"9553","Polish",2008,"new mexico","speakers",1017
"9554","Serbocroatian",2008,"new mexico","speakers",34
"9555","Croatian",2008,"new mexico","speakers",117
"9556","Serbian",2008,"new mexico","speakers",36
"9557","Ukrainian",2008,"new mexico","speakers",149
"9558","Czech",2008,"new mexico","speakers",142
"9559","Slovak",2008,"new mexico","speakers",63
"9560","Bulgarian",2008,"new mexico","speakers",61
"9561","Macedonian",2008,"new mexico","speakers",38
"9562","Armenian",2008,"new mexico","speakers",58
"9563","Persian",2008,"new mexico","speakers",958
"9564","Hindi",2008,"new mexico","speakers",349
"9565","Gujarati",2008,"new mexico","speakers",324
"9566","Urdu",2008,"new mexico","speakers",303
"9567","India nec 2",2008,"new mexico","speakers",69
"9568","Bengali",2008,"new mexico","speakers",209
"9569","Panjabi",2008,"new mexico","speakers",107
"9570","Marathi",2008,"new mexico","speakers",41
"9571","Nepali",2008,"new mexico","speakers",92
"9572","Pakistan nec 2",2008,"new mexico","speakers",234
"9573","Sinhalese",2008,"new mexico","speakers",38
"9574","Catalonian",2008,"new mexico","speakers",40
